date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2019-01-02,0050,1403000,4000,22000,0,1385000,235375000,21064000,311000,0,0,21375000,2450597,0
2019-01-03,0050,1385000,16000,12000,0,1389000,236750000,21375000,2450000,900000,0,22925000,2432818,0
2019-01-04,0050,1389000,54000,25000,0,1418000,240125000,22925000,2432000,0,0,25357000,2586395,0
2019-01-07,0050,1418000,38000,40000,0,1416000,241500000,25357000,0,103000,0,25254000,2692039,0
2019-01-08,0050,1416000,7000,123000,522000,778000,241500000,25254000,0,512000,0,24742000,2738803,0
2019-01-09,0050,778000,37000,92000,0,723000,241500000,24742000,0,0,0,24742000,2776849,0
2019-01-10,0050,723000,6000,136000,2000,591000,241250000,24742000,0,900000,0,23842000,2729584,0
2019-01-11,0050,591000,32000,39000,110000,474000,241250000,23842000,0,824000,0,23018000,2744397,0
2019-01-14,0050,474000,16000,64000,27000,399000,241250000,23018000,0,1281000,0,21737000,2755279,0
2019-01-15,0050,399000,12000,36000,73000,302000,243500000,21737000,0,2908000,0,18829000,2735134,0
2019-01-16,0050,302000,0,298000,2000,2000,243500000,18829000,0,2869000,0,15960000,2847376,0
2019-01-17,0050,2000,0,0,2000,0,243375000,15960000,0,14430000,0,1530000,2851220,0
2019-01-18,0050,0,0,0,0,0,243375000,1530000,0,6000,0,1524000,2730681,0
2019-01-21,0050,0,0,0,0,0,239625000,1524000,200000,0,0,1724000,2767418,0
2019-01-22,0050,0,71000,0,0,71000,239875000,1724000,0,0,0,1724000,2725675,0
2019-01-23,0050,71000,53000,0,0,124000,241125000,1724000,0,200000,0,1524000,2736587,0
2019-01-24,0050,124000,47000,10000,0,161000,241125000,1524000,0,10000,0,1514000,2684815,0
2019-01-25,0050,161000,45000,26000,0,180000,241125000,1514000,0,278000,0,1236000,2695487,0
2019-01-28,0050,180000,72000,1000,0,251000,241125000,1236000,0,0,0,1236000,2645930,0
2019-01-29,0050,251000,26000,6000,0,271000,241125000,1236000,0,0,0,1236000,2633604,0
2019-01-30,0050,271000,25000,43000,0,253000,241500000,1236000,0,0,0,1236000,2609466,0
2019-02-11,0050,253000,34000,3000,0,284000,241500000,1236000,0,0,0,1236000,2630640,0
2019-02-12,0050,284000,83000,12000,0,355000,241500000,1236000,0,0,0,1236000,2596665,0
2019-02-13,0050,355000,19000,2000,0,372000,241500000,1236000,0,0,0,1236000,2553430,0
2019-02-14,0050,372000,6000,2000,0,376000,241500000,1236000,0,0,0,1236000,2559819,0
2019-02-15,0050,376000,8000,3000,0,381000,242750000,1236000,0,0,0,1236000,2535457,0
2019-02-18,0050,381000,3000,4000,0,380000,242750000,1236000,0,0,0,1236000,2480706,0
2019-02-19,0050,380000,10000,0,0,390000,242750000,1236000,0,0,0,1236000,2420127,0
2019-02-20,0050,390000,64000,5000,0,449000,242750000,1236000,0,0,0,1236000,2667052,0
2019-02-21,0050,449000,37000,27000,0,459000,242750000,1236000,0,0,0,1236000,2807402,0
2019-02-22,0050,459000,23000,5000,0,477000,242250000,1236000,0,0,0,1236000,2820891,0
2019-02-25,0050,477000,20000,17000,0,480000,239750000,1236000,0,0,0,1236000,2881073,0
2019-02-26,0050,480000,109000,6000,0,583000,236625000,1236000,0,0,0,1236000,2827179,0
2019-02-27,0050,583000,11000,3000,0,591000,236625000,1236000,0,0,0,1236000,2810197,0
2019-03-04,0050,591000,7000,14000,0,584000,236125000,1236000,0,0,0,1236000,2784826,0
2019-03-05,0050,584000,3000,126000,0,461000,231125000,1236000,0,1000,0,1235000,2764526,0
2019-03-06,0050,461000,5000,9000,0,457000,228625000,1235000,0,0,0,1235000,2932091,0
2019-03-07,0050,457000,13000,3000,0,467000,227750000,1235000,0,0,0,1235000,3010860,0
2019-03-08,0050,467000,10000,44000,0,433000,227750000,1235000,0,0,0,1235000,3057627,0
2019-03-11,0050,433000,6000,11000,0,428000,227750000,1235000,0,0,0,1235000,2985687,0
2019-03-12,0050,428000,12000,17000,0,423000,227750000,1235000,0,0,0,1235000,2970837,0
2019-03-13,0050,423000,20000,10000,0,433000,223500000,1235000,0,0,0,1235000,2972114,0
2019-03-14,0050,433000,11000,42000,0,402000,221125000,1235000,0,0,0,1235000,2941267,0
2019-03-15,0050,402000,33000,6000,0,429000,221125000,1235000,0,0,0,1235000,2951557,0
2019-03-18,0050,429000,40000,10000,0,459000,221125000,1235000,0,0,0,1235000,2985355,0
2019-03-19,0050,459000,19000,10000,0,468000,221125000,1235000,0,0,0,1235000,3007323,0
2019-03-20,0050,468000,12000,2000,0,478000,221125000,1235000,0,0,0,1235000,3090879,0
2019-03-21,0050,478000,17000,6000,0,489000,217625000,1235000,0,0,0,1235000,3131083,0
2019-03-22,0050,489000,2000,38000,0,453000,217625000,1235000,0,0,0,1235000,3162135,0
2019-03-25,0050,453000,93000,28000,0,518000,217375000,1235000,0,0,0,1235000,3188145,0
2019-03-26,0050,518000,2000,0,0,520000,216250000,1235000,0,0,0,1235000,3162593,0
2019-03-27,0050,520000,17000,10000,0,527000,216250000,1235000,0,0,0,1235000,3122001,0
2019-03-28,0050,527000,27000,1000,0,553000,216250000,1235000,0,0,0,1235000,3094514,0
2019-03-29,0050,553000,11000,17000,0,547000,216250000,1235000,0,0,0,1235000,3109742,0
2019-04-01,0050,547000,7000,36000,0,518000,216250000,1235000,0,0,0,1235000,3183860,0
2019-04-02,0050,518000,0,6000,0,512000,216250000,1235000,0,0,0,1235000,3204750,0
2019-04-03,0050,512000,1000,4000,0,509000,216250000,1235000,0,0,0,1235000,3207460,0
2019-04-08,0050,509000,0,0,0,509000,216250000,1235000,0,0,0,1235000,3258747,0
2019-04-09,0050,509000,0,3000,0,506000,216250000,1235000,0,0,0,1235000,3068389,0
2019-04-10,0050,506000,0,1000,0,505000,216250000,1235000,0,0,0,1235000,2990373,0
2019-04-11,0050,505000,5000,8000,0,502000,216250000,1235000,0,0,0,1235000,2974287,0
2019-04-12,0050,502000,3000,1000,0,504000,216250000,1235000,1000,0,0,1236000,2855617,0
2019-04-15,0050,504000,106000,23000,0,587000,216250000,1236000,1000,0,0,1237000,2773402,0
2019-04-16,0050,587000,5000,3000,0,589000,216250000,1237000,1000,0,0,1238000,2722007,0
2019-04-17,0050,589000,0,9000,0,580000,207500000,1238000,1000,0,0,1239000,2868360,0
2019-04-18,0050,580000,3000,7000,0,576000,207000000,1239000,1000,0,0,1240000,2981258,0
2019-04-19,0050,576000,2000,1000,0,577000,207000000,1240000,0,0,0,1240000,2910617,0
2019-04-22,0050,577000,10000,1000,0,586000,207000000,1240000,0,1000,0,1239000,2756962,0
2019-04-23,0050,586000,0,0,0,586000,207125000,1239000,0,0,0,1239000,2717331,0
2019-04-24,0050,586000,2000,1000,2000,585000,206875000,1239000,0,0,0,1239000,2701992,0
2019-04-25,0050,585000,0,0,0,585000,206875000,1239000,0,0,0,1239000,2598708,0
2019-04-26,0050,585000,3000,1000,0,587000,206875000,1239000,0,0,0,1239000,2535374,0
2019-04-29,0050,587000,1000,1000,0,587000,206875000,1239000,0,0,0,1239000,2514906,0
2019-04-30,0050,587000,0,0,0,587000,201875000,1239000,0,0,0,1239000,2432547,0
2019-05-02,0050,587000,0,3000,0,584000,196875000,1239000,0,0,0,1239000,2371916,0
2019-05-03,0050,584000,6000,6000,0,584000,196875000,1239000,0,0,0,1239000,2589117,0
2019-05-06,0050,584000,2000,26000,0,560000,190125000,1239000,0,0,0,1239000,2545193,0
2019-05-07,0050,560000,3000,5000,0,558000,189375000,1239000,0,97000,0,1142000,2571895,0
2019-05-08,0050,558000,2000,24000,0,536000,188875000,1142000,0,0,0,1142000,2638323,0
2019-05-09,0050,536000,0,13000,0,523000,188250000,1142000,0,0,0,1142000,2637353,0
2019-05-10,0050,523000,1000,53000,0,471000,188250000,1142000,0,0,0,1142000,2728293,0
2019-05-13,0050,471000,3000,72000,0,402000,184000000,1142000,0,0,0,1142000,2889517,0
2019-05-14,0050,402000,9000,6000,0,405000,188500000,1142000,0,0,0,1142000,3058159,0
2019-05-15,0050,405000,11000,22000,0,394000,188500000,1142000,0,0,0,1142000,3173973,0
2019-05-16,0050,394000,2000,9000,3000,384000,192250000,1142000,0,0,0,1142000,3234438,0
2019-05-17,0050,384000,10000,4000,0,390000,192250000,1142000,0,0,0,1142000,3414126,0
2019-05-20,0050,390000,24000,3000,0,411000,192250000,1142000,0,0,0,1142000,3488502,0
2019-05-21,0050,411000,14000,4000,0,421000,193000000,1142000,0,0,0,1142000,3606742,0
2019-05-22,0050,421000,8000,5000,0,424000,193000000,1142000,0,0,0,1142000,3559602,0
2019-05-23,0050,424000,18000,38000,0,404000,193125000,1142000,1396000,0,0,2538000,3707796,0
2019-05-24,0050,404000,27000,4000,0,427000,193375000,2538000,0,1000,0,2537000,3685366,0
2019-05-27,0050,427000,13000,6000,0,434000,194625000,2537000,118000,0,0,2655000,3725793,0
2019-05-28,0050,434000,14000,13000,0,435000,194625000,2655000,0,802000,0,1853000,3747100,0
2019-05-29,0050,435000,14000,13000,0,436000,194875000,1853000,0,0,0,1853000,3766016,0
2019-05-30,0050,436000,22000,3000,0,455000,195125000,1853000,0,43000,0,1810000,3611554,0
2019-05-31,0050,455000,42000,106000,0,391000,201375000,1810000,0,0,0,1810000,3480314,0
2019-06-03,0050,391000,30000,1000,0,420000,206875000,1810000,0,0,0,1810000,3415334,0
2019-06-04,0050,420000,20000,1000,0,439000,216875000,1810000,0,0,0,1810000,3458879,0
2019-06-05,0050,439000,0,15000,0,424000,228125000,1810000,0,0,0,1810000,3469278,0
2019-06-06,0050,424000,28000,17000,0,435000,238375000,1810000,567000,0,0,2377000,3512754,0
2019-06-10,0050,435000,33000,12000,0,456000,277000000,2377000,0,0,0,2377000,3554131,0
2019-06-11,0050,456000,3000,32000,11000,416000,325250000,2377000,0,0,0,2377000,3622220,0
2019-06-12,0050,416000,6000,17000,0,405000,365750000,2377000,0,1396000,0,981000,3683184,0
2019-06-13,0050,405000,12000,8000,0,409000,404500000,981000,0,83000,0,898000,3709854,0
2019-06-14,0050,409000,4000,14000,0,399000,428125000,898000,0,0,0,898000,3679939,0
2019-06-17,0050,399000,9000,25000,0,383000,452500000,898000,0,0,0,898000,3438106,0
2019-06-18,0050,383000,7000,3000,0,387000,426250000,898000,0,0,0,898000,3392374,0
2019-06-19,0050,387000,22000,23000,0,386000,426250000,898000,0,0,0,898000,3470584,0
2019-06-20,0050,386000,1000,3000,0,384000,426250000,898000,0,0,0,898000,3450673,0
2019-06-21,0050,384000,9000,5000,0,388000,426250000,898000,0,0,0,898000,3534872,0
2019-06-24,0050,388000,0,1000,0,387000,426250000,898000,0,0,0,898000,3582938,0
2019-06-25,0050,387000,1000,2000,0,386000,426250000,898000,0,0,0,898000,3475568,0
2019-06-26,0050,386000,0,13000,0,373000,425250000,898000,0,0,0,898000,3331905,0
2019-06-27,0050,373000,5000,2000,0,376000,425250000,898000,0,0,0,898000,3312800,0
2019-06-28,0050,376000,0,9000,0,367000,425250000,898000,0,0,0,898000,3181207,0
2019-07-01,0050,367000,0,1000,0,366000,425250000,898000,0,0,0,898000,3083183,0
2019-07-02,0050,366000,4000,1000,0,369000,425250000,898000,0,0,0,898000,2992228,0
2019-07-03,0050,369000,0,5000,0,364000,424250000,898000,0,0,0,898000,2880234,0
2019-07-04,0050,364000,0,3000,0,361000,424250000,898000,0,0,0,898000,2832429,0
2019-07-05,0050,361000,0,0,0,361000,424250000,898000,0,0,0,898000,2591733,0
2019-07-08,0050,361000,0,29000,0,332000,424250000,898000,0,0,0,898000,2570029,0
2019-07-09,0050,332000,0,26000,0,306000,424250000,898000,0,41000,0,857000,2495450,0
2019-07-10,0050,306000,0,20000,0,286000,424250000,857000,0,1000,0,856000,2441604,0
2019-07-11,0050,286000,0,36000,2000,248000,422375000,856000,0,0,0,856000,2448807,0
2019-07-12,0050,248000,0,38000,0,210000,422375000,856000,0,0,0,856000,2401945,0
2019-07-15,0050,210000,0,207000,1000,2000,422375000,856000,0,0,0,856000,2419643,0
2019-07-16,0050,2000,0,0,2000,0,407875000,856000,0,0,0,856000,2414498,0
2019-07-17,0050,0,0,0,0,0,402750000,856000,0,0,0,856000,2448195,0
2019-07-18,0050,0,0,0,0,0,381375000,856000,0,118000,0,738000,2453087,0
2019-07-19,0050,0,15000,0,0,15000,381375000,738000,0,484000,0,254000,2476334,0
2019-07-22,0050,15000,7000,0,0,22000,381125000,254000,0,0,0,254000,2483352,0
2019-07-23,0050,22000,0,0,0,22000,381000000,254000,98000,0,0,352000,2436103,0
2019-07-24,0050,22000,0,0,0,22000,381000000,352000,0,0,0,352000,2377163,0
2019-07-25,0050,22000,0,0,0,22000,380750000,352000,0,0,0,352000,2367330,0
2019-07-26,0050,22000,8000,0,0,30000,378375000,352000,0,0,0,352000,2366986,0
2019-07-29,0050,30000,0,0,0,30000,377875000,352000,0,0,0,352000,2335998,0
2019-07-30,0050,30000,0,0,0,30000,377875000,352000,0,0,0,352000,2327928,0
2019-07-31,0050,30000,0,0,0,30000,377875000,352000,0,0,0,352000,2140795,0
2019-08-01,0050,30000,0,6000,0,24000,375500000,352000,0,0,0,352000,2075405,0
2019-08-02,0050,24000,1000,1000,0,24000,374125000,352000,0,0,0,352000,2090433,0
2019-08-05,0050,24000,17000,0,0,41000,374125000,352000,0,98000,0,254000,2131021,0
2019-08-06,0050,41000,11000,1000,0,51000,374750000,254000,0,0,0,254000,2300628,0
2019-08-07,0050,51000,4000,16000,0,39000,374750000,254000,0,0,0,254000,2410055,0
2019-08-08,0050,39000,4000,0,0,43000,374750000,254000,0,0,0,254000,2306903,0
2019-08-12,0050,43000,9000,0,0,52000,374750000,254000,0,0,0,254000,2299176,0
2019-08-13,0050,52000,2000,7000,0,47000,374750000,254000,0,0,0,254000,2235777,0
2019-08-14,0050,47000,2000,1000,0,48000,374750000,254000,0,0,0,254000,2257506,0
2019-08-15,0050,48000,7000,2000,0,53000,374750000,254000,0,0,0,254000,2331072,0
2019-08-16,0050,53000,8000,3000,0,58000,363875000,254000,0,0,0,254000,2334884,0
2019-08-19,0050,58000,54000,0,0,112000,365125000,254000,0,0,0,254000,2383509,0
2019-08-20,0050,112000,2000,6000,0,108000,356375000,254000,0,0,0,254000,2386710,0
2019-08-21,0050,108000,1000,2000,0,107000,356375000,254000,0,0,0,254000,2406807,0
2019-08-22,0050,107000,0,1000,0,106000,356375000,254000,0,0,0,254000,2456324,0
2019-08-23,0050,106000,4000,0,0,110000,356375000,254000,0,0,0,254000,2384637,0
2019-08-26,0050,110000,4000,5000,0,109000,356375000,254000,0,0,0,254000,2477835,0
2019-08-27,0050,109000,1000,4000,0,106000,356375000,254000,0,0,0,254000,2409833,0
2019-08-28,0050,106000,24000,0,0,130000,356375000,254000,0,0,0,254000,2387982,0
2019-08-29,0050,130000,6000,1000,0,135000,356375000,254000,0,0,0,254000,2314333,0
2019-08-30,0050,135000,5000,6000,0,134000,356375000,254000,300000,0,0,554000,2432632,0
2019-09-02,0050,134000,1000,1000,0,134000,356375000,554000,1487000,0,0,2041000,2399402,0
2019-09-03,0050,134000,0,14000,0,120000,319375000,2041000,0,4000,0,2037000,2366245,0
2019-09-04,0050,120000,5000,0,0,125000,319375000,2037000,0,0,0,2037000,2414742,0
2019-09-05,0050,125000,0,2000,1000,122000,320000000,2037000,0,0,0,2037000,2635392,0
2019-09-06,0050,122000,1000,1000,0,122000,320000000,2037000,0,0,0,2037000,2758339,0
2019-09-09,0050,122000,0,0,0,122000,318875000,2037000,0,0,0,2037000,2853375,0
2019-09-10,0050,122000,5000,0,0,127000,310500000,2037000,0,0,0,2037000,2874672,0
2019-09-11,0050,127000,0,0,0,127000,310500000,2037000,0,0,0,2037000,2901300,0
2019-09-12,0050,127000,2000,0,0,129000,315500000,2037000,0,0,0,2037000,2962918,0
2019-09-16,0050,129000,85000,3000,0,211000,321125000,2037000,0,0,0,2037000,3021787,0
2019-09-17,0050,211000,0,0,0,211000,322375000,2037000,0,0,0,2037000,2902991,0
2019-09-18,0050,211000,2000,3000,0,210000,322375000,2037000,0,0,0,2037000,2866391,0
2019-09-19,0050,210000,20000,50000,0,180000,294875000,2037000,0,0,0,2037000,2695146,0
2019-09-20,0050,180000,0,1000,0,179000,294875000,2037000,1569000,0,0,3606000,2608903,0
2019-09-23,0050,179000,0,0,0,179000,269750000,3606000,0,0,0,3606000,2602240,0
2019-09-24,0050,179000,0,0,0,179000,227625000,3606000,28000,0,0,3634000,2619080,0
2019-09-25,0050,179000,3000,0,0,182000,198250000,3634000,0,0,0,3634000,2584041,0
2019-09-26,0050,182000,0,1000,0,181000,195250000,3634000,315000,0,0,3949000,2562167,0
2019-09-27,0050,181000,5000,0,0,186000,195250000,3949000,3057000,0,0,7006000,2491293,0
2019-10-01,0050,186000,29000,0,0,215000,195250000,7006000,489000,0,0,7495000,2525664,0
2019-10-02,0050,215000,0,0,0,215000,195250000,7495000,0,300000,0,7195000,2517447,0
2019-10-03,0050,215000,0,0,0,215000,195250000,7195000,1707000,0,0,8902000,2524338,0
2019-10-04,0050,215000,4000,0,0,219000,195250000,8902000,80000,0,0,8982000,2500879,0
2019-10-07,0050,219000,1000,1000,0,219000,194875000,8982000,0,0,0,8982000,2448492,0
2019-10-08,0050,219000,2000,3000,0,218000,194875000,8982000,0,0,0,8982000,2538336,0
2019-10-09,0050,218000,0,0,0,218000,194875000,8982000,0,21000,0,8961000,2484582,0
2019-10-14,0050,218000,3000,1000,0,220000,194875000,8961000,110000,0,0,9071000,2554136,0
2019-10-15,0050,220000,2000,1000,0,221000,194875000,9071000,0,1000,0,9070000,2564730,0
2019-10-16,0050,221000,4000,0,0,225000,188375000,9070000,20000,7804000,0,1286000,2572230,0
2019-10-17,0050,225000,0,0,0,225000,179625000,1286000,0,0,0,1286000,2403930,0
2019-10-18,0050,225000,2000,0,0,227000,176750000,1286000,0,0,0,1286000,2367509,0
2019-10-21,0050,227000,1000,78000,0,150000,176750000,1286000,10000,0,0,1296000,2327757,0
2019-10-22,0050,150000,0,1000,0,149000,176750000,1296000,0,0,0,1296000,2252833,0
2019-10-23,0050,149000,0,1000,0,148000,175750000,1296000,0,0,0,1296000,2024346,0
2019-10-24,0050,148000,3000,6000,0,145000,175750000,1296000,0,0,0,1296000,1877878,0
2019-10-25,0050,145000,2000,0,0,147000,175250000,1296000,0,0,0,1296000,1831257,0
2019-10-28,0050,147000,1000,0,0,148000,175250000,1296000,0,0,0,1296000,1829636,0
2019-10-29,0050,148000,6000,0,0,154000,175250000,1296000,232000,0,0,1528000,1856284,0
2019-10-30,0050,154000,6000,0,0,160000,175250000,1528000,594000,0,0,2122000,1817315,0
2019-10-31,0050,160000,0,1000,0,159000,175250000,2122000,1104000,0,0,3226000,1802599,0
2019-11-01,0050,159000,16000,0,0,175000,175250000,3226000,189000,0,0,3415000,1780999,0
2019-11-04,0050,175000,20000,3000,1000,191000,175250000,3415000,94000,0,0,3509000,1678311,0
2019-11-05,0050,191000,12000,3000,0,200000,175250000,3509000,115000,0,0,3624000,1640200,0
2019-11-06,0050,200000,8000,1000,0,207000,175250000,3624000,38000,0,0,3662000,1602826,0
2019-11-07,0050,207000,1000,3000,0,205000,175500000,3662000,95000,0,0,3757000,1589629,0
2019-11-08,0050,205000,0,0,0,205000,173625000,3757000,0,462000,0,3295000,1570014,0
2019-11-11,0050,205000,2000,11000,0,196000,173625000,3295000,832000,0,0,4127000,1589331,0
2019-11-12,0050,196000,2000,0,0,198000,173625000,4127000,0,0,0,4127000,1561647,0
2019-11-13,0050,198000,1000,10000,0,189000,173625000,4127000,0,0,0,4127000,1492155,0
2019-11-14,0050,189000,0,2000,0,187000,173625000,4127000,527000,0,0,4654000,1417939,0
2019-11-15,0050,187000,0,2000,0,185000,174000000,4654000,0,0,0,4654000,1386511,0
2019-11-18,0050,185000,1000,2000,0,184000,174000000,4654000,0,0,0,4654000,1358705,0
2019-11-19,0050,184000,0,0,0,184000,174000000,4654000,0,0,0,4654000,1349451,0
2019-11-20,0050,184000,0,0,0,184000,172375000,4654000,0,0,0,4654000,1387590,0
2019-11-21,0050,184000,0,7000,0,177000,172750000,4654000,0,0,0,4654000,1298474,0
2019-11-22,0050,177000,0,0,0,177000,173375000,4654000,0,0,0,4654000,1244371,0
2019-11-25,0050,177000,0,5000,0,172000,175250000,4654000,136000,0,0,4790000,1174665,0
2019-11-26,0050,172000,0,0,0,172000,175250000,4790000,233000,0,0,5023000,1169164,0
2019-11-27,0050,172000,0,0,0,172000,175625000,5023000,69000,0,0,5092000,1148904,0
2019-11-28,0050,172000,0,0,0,172000,183750000,5092000,9000,0,0,5101000,1137023,0
2019-11-29,0050,172000,0,2000,0,170000,183750000,5101000,0,0,0,5101000,1162307,0
2019-12-02,0050,170000,0,3000,0,167000,183750000,5101000,3000,0,0,5104000,1172214,0
2019-12-03,0050,167000,0,0,0,167000,184125000,5104000,0,0,0,5104000,1153758,0
2019-12-04,0050,167000,0,2000,0,165000,175625000,5104000,0,0,0,5104000,1151056,0
2019-12-05,0050,165000,0,0,0,165000,175625000,5104000,0,0,0,5104000,1159671,0
2019-12-06,0050,165000,0,0,0,165000,175625000,5104000,0,0,0,5104000,1113903,0
2019-12-09,0050,165000,0,0,0,165000,176125000,5104000,0,0,0,5104000,1092927,0
2019-12-10,0050,165000,0,1000,0,164000,176125000,5104000,170000,0,0,5274000,1073472,0
2019-12-11,0050,164000,0,0,0,164000,184375000,5274000,0,0,0,5274000,1038997,0
2019-12-12,0050,164000,0,1000,0,163000,192625000,5274000,60000,1553000,0,3781000,1028616,0
2019-12-13,0050,163000,0,1000,0,162000,200875000,3781000,0,0,0,3781000,1059350,0
2019-12-16,0050,162000,0,0,0,162000,205000000,3781000,0,0,0,3781000,1036868,0
2019-12-17,0050,162000,1000,0,0,163000,205000000,3781000,0,0,0,3781000,1044237,0
2019-12-18,0050,163000,0,0,0,163000,205000000,3781000,0,0,0,3781000,1036917,0
2019-12-19,0050,163000,0,1000,0,162000,205000000,3781000,0,170000,0,3611000,1029126,0
2019-12-20,0050,162000,0,0,0,162000,203250000,3611000,0,0,0,3611000,1033756,0
2019-12-23,0050,162000,1000,0,0,163000,179000000,3611000,0,0,0,3611000,1009330,0
2019-12-24,0050,163000,1000,0,0,164000,175125000,3611000,0,0,0,3611000,999164,0
2019-12-25,0050,164000,5000,0,0,169000,175125000,3611000,0,0,0,3611000,997700,0
2019-12-26,0050,169000,0,2000,0,167000,172625000,3611000,164000,0,0,3775000,1006917,0
2019-12-27,0050,167000,1000,0,0,168000,171375000,3775000,0,0,0,3775000,1011589,0
2019-12-30,0050,168000,2000,0,0,170000,171000000,3775000,0,0,0,3775000,1022100,0
2019-12-31,0050,170000,1000,0,0,171000,171750000,3775000,911000,0,0,4686000,1036923,0
2020-01-02,0050,171000,2000,1000,0,172000,171750000,4686000,327000,0,0,5013000,1006197,0
2020-01-03,0050,172000,2000,2000,0,172000,167375000,5013000,217000,0,0,5230000,1041495,0
2020-01-06,0050,172000,4000,3000,0,173000,167375000,5230000,351000,0,0,5581000,1119647,0
2020-01-07,0050,173000,3000,12000,0,164000,167375000,5581000,515000,68000,0,6028000,1157726,0
2020-01-08,0050,164000,5000,0,0,169000,165125000,6028000,562000,0,0,6590000,1204621,0
2020-01-09,0050,169000,9000,4000,0,174000,165125000,6590000,86000,0,0,6676000,1256684,0
2020-01-10,0050,174000,0,3000,0,171000,166625000,6676000,924000,0,0,7600000,1333876,0
2020-01-13,0050,171000,2000,3000,0,170000,166625000,7600000,78000,0,0,7678000,1346943,0
2020-01-14,0050,170000,1000,6000,0,165000,167250000,7678000,70000,0,0,7748000,1441709,0
2020-01-15,0050,165000,0,51000,0,114000,167000000,7748000,586000,0,0,8334000,1530195,0
2020-01-16,0050,114000,0,112000,0,2000,167125000,8334000,328000,0,0,8662000,1593954,0
2020-01-17,0050,2000,0,0,2000,0,167500000,8662000,792000,0,0,9454000,1640755,0
2020-01-20,0050,0,0,0,0,0,162250000,9454000,10000,26000,0,9438000,1676510,0
2020-01-30,0050,0,0,0,0,0,164625000,9438000,0,0,0,9438000,1970017,0
2020-01-31,0050,0,24000,0,0,24000,171500000,9438000,0,0,0,9438000,2140341,0
2020-02-03,0050,24000,13000,0,0,37000,172125000,9438000,0,0,0,9438000,2279209,0
2020-02-04,0050,37000,26000,0,0,63000,176375000,9438000,0,0,0,9438000,2284052,0
2020-02-05,0050,63000,16000,0,0,79000,177000000,9438000,29000,0,0,9467000,2292266,0
2020-02-06,0050,79000,70000,5000,0,144000,176125000,9467000,0,0,0,9467000,2354406,0
2020-02-07,0050,144000,19000,2000,0,161000,177375000,9467000,0,0,0,9467000,2402922,0
2020-02-10,0050,161000,14000,35000,0,140000,179625000,9467000,0,0,0,9467000,2438388,0
2020-02-11,0050,140000,21000,6000,0,155000,179625000,9467000,0,0,0,9467000,2466832,0
2020-02-12,0050,155000,7000,2000,0,160000,180625000,9467000,0,0,0,9467000,2489698,0
2020-02-13,0050,160000,1000,1000,0,160000,180625000,9467000,0,0,0,9467000,2513074,0
2020-02-14,0050,160000,7000,2000,0,165000,180625000,9467000,0,0,0,9467000,2548858,0
2020-02-17,0050,165000,10000,0,0,175000,180625000,9467000,0,0,0,9467000,2593629,0
2020-02-18,0050,175000,6000,8000,0,173000,179750000,9467000,0,0,0,9467000,2687963,0
2020-02-19,0050,173000,11000,6000,0,178000,180375000,9467000,0,0,0,9467000,2737652,0
2020-02-20,0050,178000,0,1000,0,177000,183250000,9467000,0,0,0,9467000,2771648,0
2020-02-21,0050,177000,8000,0,0,185000,187375000,9467000,0,314000,0,9153000,2782620,0
2020-02-24,0050,185000,6000,6000,0,185000,187375000,9153000,0,0,0,9153000,2869520,0
2020-02-25,0050,185000,34000,29000,0,190000,190375000,9153000,0,0,0,9153000,2889785,0
2020-02-26,0050,190000,20000,6000,0,204000,191000000,9153000,0,0,0,9153000,2949128,0
2020-02-27,0050,204000,14000,33000,0,185000,191375000,9153000,2141000,0,0,11294000,3132722,0
2020-03-02,0050,185000,73000,30000,0,228000,193500000,11294000,0,0,0,11294000,3326499,0
2020-03-03,0050,228000,71000,12000,0,287000,201875000,11294000,457000,0,0,11751000,3365578,0
