date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2020-03-04,0050,287000,144000,1000,0,430000,201875000,11751000,0,120000,0,11631000,3359233,0
2020-03-05,0050,430000,41000,12000,0,459000,201875000,11631000,51000,0,0,11682000,3390579,0
2020-03-06,0050,459000,12000,5000,0,466000,203750000,11682000,832000,0,0,12514000,3446093,0
2020-03-09,0050,466000,30000,60000,0,436000,203750000,12514000,138000,0,0,12652000,3620844,0
2020-03-10,0050,436000,104000,87000,0,453000,207500000,12652000,296000,0,0,12948000,3771822,0
2020-03-11,0050,453000,125000,3000,0,575000,211250000,12948000,1136000,0,0,14084000,3843677,0
2020-03-12,0050,575000,91000,110000,0,556000,221875000,14084000,144000,1000,0,14227000,4223080,0
2020-03-13,0050,556000,186000,55000,0,687000,235125000,14227000,2110000,0,0,16337000,4437500,0
2020-03-16,0050,687000,192000,75000,0,804000,240250000,16337000,2611000,0,0,18948000,4550661,0
2020-03-17,0050,804000,244000,166000,0,882000,246125000,18948000,170000,0,0,19118000,4903884,0
2020-03-18,0050,882000,941000,113000,0,1710000,261375000,19118000,1508000,0,0,20626000,1760914,0
2020-03-19,0050,1710000,417000,256000,1000,1870000,266500000,20626000,1871000,0,0,22497000,1965371,0
2020-03-20,0050,1870000,613000,273000,1000,2209000,267750000,22497000,1765000,0,0,24262000,2066084,0
2020-03-23,0050,2209000,243000,163000,0,2289000,265250000,24262000,0,0,0,24262000,2109118,0
2020-03-24,0050,2289000,277000,102000,0,2464000,265250000,24262000,44000,0,0,24306000,2174611,0
2020-03-25,0050,2464000,142000,161000,0,2445000,264000000,24306000,0,0,0,24306000,2266519,0
2020-03-26,0050,2445000,201000,92000,0,2554000,264000000,24306000,0,0,0,24306000,2311771,0
2020-03-27,0050,2554000,27000,127000,0,2454000,263750000,24306000,8000,0,0,24314000,2365770,0
2020-03-30,0050,2454000,19000,100000,1000,2372000,263750000,24314000,838000,0,0,25152000,2394496,0
2020-03-31,0050,2372000,38000,29000,45000,2336000,263750000,25152000,396000,21000,0,25527000,2406155,0
2020-04-01,0050,2336000,13000,65000,1000,2283000,263750000,25527000,0,0,0,25527000,2397551,0
2020-04-06,0050,2283000,24000,31000,0,2276000,264000000,25527000,25000,29000,0,25523000,2411753,0
2020-04-07,0050,2276000,15000,97000,0,2194000,265375000,25523000,0,7000,0,25516000,2440965,0
2020-04-08,0050,2194000,15000,64000,0,2145000,265375000,25516000,0,498000,0,25018000,2473730,0
2020-04-09,0050,2145000,4000,155000,0,1994000,262875000,25018000,64000,218000,0,24864000,2480657,0
2020-04-10,0050,1994000,4000,13000,0,1985000,261625000,24864000,105000,79000,0,24890000,2470606,0
2020-04-13,0050,1985000,12000,12000,0,1985000,261625000,24890000,595000,7000,0,25478000,2444523,0
2020-04-14,0050,1985000,13000,47000,0,1951000,261625000,25478000,0,5000,0,25473000,2405968,0
2020-04-15,0050,1951000,27000,62000,0,1916000,260375000,25473000,110000,111000,0,25472000,2370857,0
2020-04-16,0050,1916000,20000,53000,1000,1882000,260375000,25472000,0,176000,0,25296000,2375315,0
2020-04-17,0050,1882000,18000,67000,109000,1724000,259625000,25296000,68000,201000,0,25163000,2462297,0
2020-04-20,0050,1724000,0,35000,1000,1688000,259625000,25163000,0,0,0,25163000,2470800,0
2020-04-21,0050,1688000,0,38000,598000,1052000,259625000,25163000,100000,300000,0,24963000,2484087,0
2020-04-22,0050,1052000,41000,36000,0,1057000,255375000,24963000,100000,544000,0,24519000,2427960,0
2020-04-23,0050,1057000,26000,13000,0,1070000,255375000,24519000,554000,65000,0,25008000,2393009,0
2020-04-24,0050,1070000,18000,4000,0,1084000,255375000,25008000,0,0,0,25008000,2361202,0
2020-04-27,0050,1084000,15000,14000,0,1085000,255375000,25008000,0,0,0,25008000,2257894,0
2020-04-28,0050,1085000,5000,13000,0,1077000,255375000,25008000,0,6000,0,25002000,2104067,0
2020-04-29,0050,1077000,5000,34000,0,1048000,255375000,25002000,0,200000,0,24802000,2030934,0
2020-04-30,0050,1048000,0,66000,0,982000,255375000,24802000,0,7000,0,24795000,1923065,0
2020-05-04,0050,982000,0,46000,0,936000,255375000,24795000,0,0,0,24795000,1819258,0
2020-05-05,0050,936000,36000,5000,0,967000,255375000,24795000,0,1305000,0,23490000,1618499,0
2020-05-06,0050,967000,10000,25000,0,952000,255375000,23490000,131000,500000,0,23121000,1502606,0
2020-05-07,0050,952000,9000,6000,0,955000,255375000,23121000,13000,0,0,23134000,1448192,0
2020-05-08,0050,955000,9000,7000,0,957000,255375000,23134000,0,0,0,23134000,1378449,0
2020-05-11,0050,957000,3000,10000,0,950000,255375000,23134000,0,0,0,23134000,1291675,0
2020-05-12,0050,950000,2000,11000,0,941000,255375000,23134000,0,0,0,23134000,1266120,0
2020-05-13,0050,941000,6000,1000,0,946000,255375000,23134000,0,4000,0,23130000,1209498,0
2020-05-14,0050,946000,14000,11000,0,949000,256250000,23130000,0,0,0,23130000,1193289,0
2020-05-15,0050,949000,5000,1000,0,953000,256250000,23130000,50000,0,0,23180000,1181378,0
2020-05-18,0050,953000,0,1000,1000,951000,257250000,23180000,21000,0,0,23201000,1175790,0
2020-05-19,0050,951000,17000,7000,0,961000,257250000,23201000,0,0,0,23201000,1153358,0
2020-05-20,0050,961000,23000,12000,0,972000,257875000,23201000,0,1000000,0,22201000,1135331,0
2020-05-21,0050,972000,4000,15000,0,961000,256625000,22201000,3000,0,0,22204000,1109789,0
2020-05-22,0050,961000,21000,4000,0,978000,256625000,22204000,0,236000,0,21968000,1102136,0
2020-05-25,0050,978000,8000,1000,0,985000,257625000,21968000,0,0,0,21968000,1100222,0
2020-05-26,0050,985000,0,6000,0,979000,257625000,21968000,157000,0,0,22125000,1126969,0
2020-05-27,0050,979000,0,3000,0,976000,257625000,22125000,0,0,0,22125000,1098529,0
2020-05-28,0050,976000,0,10000,0,966000,257625000,22125000,0,0,0,22125000,1065581,0
2020-05-29,0050,966000,0,0,0,966000,257625000,22125000,0,0,0,22125000,1041952,0
2020-06-01,0050,966000,0,9000,0,957000,257625000,22125000,0,463000,0,21662000,954729,0
2020-06-02,0050,957000,1000,7000,0,951000,256625000,21662000,0,3827000,0,17835000,953431,0
2020-06-03,0050,951000,5000,13000,0,943000,256625000,17835000,0,1000000,0,16835000,943547,0
2020-06-04,0050,943000,15000,30000,0,928000,255875000,16835000,0,1266000,0,15569000,957349,0
2020-06-05,0050,928000,0,10000,0,918000,255875000,15569000,0,1922000,0,13647000,946074,0
2020-06-08,0050,918000,1000,19000,0,900000,268250000,13647000,0,2158000,0,11489000,978690,0
2020-06-09,0050,900000,1000,24000,0,877000,284625000,11489000,0,475000,0,11014000,2910460,0
2020-06-10,0050,877000,17000,29000,0,865000,284625000,11014000,0,1294000,0,9720000,2944882,0
2020-06-11,0050,865000,4000,13000,0,856000,296375000,9720000,16000,300000,0,9436000,2967933,0
2020-06-12,0050,856000,2000,11000,0,847000,325375000,9436000,0,217000,0,9219000,2995716,0
2020-06-15,0050,847000,0,12000,0,835000,346000000,9219000,304000,0,0,9523000,2934969,0
2020-06-16,0050,835000,36000,4000,0,867000,358250000,9523000,326000,363000,0,9486000,2965273,0
2020-06-17,0050,867000,0,7000,0,860000,366750000,9486000,0,0,0,9486000,3018949,0
2020-06-18,0050,860000,3000,5000,0,858000,366750000,9486000,0,22000,0,9464000,3007897,0
2020-06-19,0050,858000,0,5000,1000,852000,366750000,9464000,0,0,0,9464000,2970897,0
2020-06-22,0050,852000,0,4000,0,848000,328500000,9464000,0,0,0,9464000,3010137,0
2020-06-23,0050,848000,25000,20000,0,853000,328500000,9464000,0,0,0,9464000,2981292,0
2020-06-24,0050,853000,1000,25000,0,829000,328500000,9464000,100000,2041000,0,7523000,3032240,0
2020-06-29,0050,829000,54000,8000,0,875000,328500000,7523000,476000,447000,0,7552000,3042657,0
2020-06-30,0050,875000,0,57000,0,818000,332750000,7552000,0,0,0,7552000,3061101,0
2020-07-01,0050,818000,3000,6000,0,815000,332750000,7552000,0,0,0,7552000,3078176,0
2020-07-02,0050,815000,27000,15000,0,827000,332750000,7552000,44000,53000,0,7543000,3099413,0
2020-07-03,0050,827000,8000,5000,0,830000,332750000,7543000,11000,0,0,7554000,3150303,0
2020-07-06,0050,830000,1000,22000,0,809000,332750000,7554000,0,0,0,7554000,3219316,0
2020-07-07,0050,809000,8000,119000,0,698000,332750000,7554000,0,0,0,7554000,3225053,0
2020-07-08,0050,698000,4000,68000,2000,632000,332750000,7554000,0,0,0,7554000,3284001,0
2020-07-09,0050,632000,0,24000,0,608000,331500000,7554000,0,3424000,0,4130000,3201868,0
2020-07-10,0050,608000,42000,33000,0,617000,331375000,4130000,0,0,0,4130000,3270996,0
2020-07-13,0050,617000,3000,58000,0,562000,328875000,4130000,0,715000,0,3415000,3316772,0
2020-07-14,0050,562000,1000,66000,51000,446000,328500000,3415000,277000,150000,0,3542000,3398371,0
2020-07-15,0050,446000,0,442000,1000,3000,299000000,3542000,150000,2000,0,3690000,3527876,0
2020-07-16,0050,3000,0,0,3000,0,294625000,3690000,111000,0,0,3801000,3484726,0
2020-07-17,0050,0,0,0,0,0,285875000,3801000,351000,0,0,4152000,3483658,0
2020-07-20,0050,0,0,0,0,0,280625000,4152000,200000,700000,0,3652000,3428157,0
2020-07-21,0050,0,41000,0,0,41000,284875000,3652000,200000,0,0,3852000,3576401,0
2020-07-22,0050,41000,26000,1000,0,66000,290125000,3852000,0,424000,0,3428000,3493344,0
2020-07-23,0050,66000,7000,5000,0,68000,287375000,3428000,400000,0,0,3828000,3439868,0
2020-07-24,0050,68000,75000,2000,0,141000,286250000,3828000,180000,0,0,4008000,3503656,0
2020-07-27,0050,141000,20000,18000,0,143000,286000000,4008000,894000,0,0,4902000,3590605,0
2020-07-28,0050,143000,4000,6000,0,141000,285750000,4902000,472000,200000,0,5174000,3599199,0
2020-07-29,0050,141000,9000,6000,0,144000,285750000,5174000,110000,0,0,5284000,3599829,0
2020-07-30,0050,144000,2000,1000,0,145000,285750000,5284000,135000,0,0,5419000,3557289,0
2020-07-31,0050,145000,2000,10000,0,137000,285750000,5419000,166000,117000,0,5468000,3495327,0
2020-08-03,0050,137000,0,18000,0,119000,285750000,5468000,0,100000,0,5368000,3517559,0
2020-08-04,0050,119000,9000,0,0,128000,285750000,5368000,0,150000,0,5218000,3542200,0
2020-08-05,0050,128000,5000,0,0,133000,285750000,5218000,300000,0,0,5518000,3487470,0
2020-08-06,0050,133000,9000,1000,0,141000,285750000,5518000,0,0,0,5518000,3475122,0
2020-08-07,0050,141000,7000,0,0,148000,281750000,5518000,127000,0,0,5645000,3442540,0
2020-08-10,0050,148000,0,1000,0,147000,281750000,5645000,190000,0,0,5835000,3403747,0
2020-08-11,0050,147000,0,0,0,147000,281750000,5835000,57000,200000,0,5692000,3355388,0
2020-08-12,0050,147000,0,13000,0,134000,281750000,5692000,0,0,0,5692000,3314762,0
2020-08-13,0050,134000,7000,0,0,141000,281750000,5692000,0,0,0,5692000,3293360,0
2020-08-14,0050,141000,0,9000,0,132000,281750000,5692000,0,0,0,5692000,3181328,0
2020-08-17,0050,132000,18000,0,0,150000,281750000,5692000,0,0,0,5692000,3093051,0
2020-08-18,0050,150000,0,0,0,150000,281750000,5692000,0,270000,0,5422000,2991229,0
2020-08-19,0050,150000,0,1000,0,149000,269375000,5422000,0,0,0,5422000,2940209,0
2020-08-20,0050,149000,12000,26000,0,135000,269375000,5422000,41000,587000,0,4876000,3055175,0
2020-08-21,0050,135000,17000,5000,0,147000,258125000,4876000,119000,0,0,4995000,3021476,0
2020-08-24,0050,147000,13000,7000,0,153000,258125000,4995000,0,0,0,4995000,2938116,0
2020-08-25,0050,153000,20000,2000,0,171000,258125000,4995000,0,0,0,4995000,2839408,0
2020-08-26,0050,171000,11000,0,0,182000,258125000,4995000,0,0,0,4995000,2652906,0
2020-08-27,0050,182000,15000,1000,0,196000,258125000,4995000,0,330000,0,4665000,2633646,0
2020-08-28,0050,196000,0,3000,0,193000,258125000,4665000,110000,0,0,4775000,2492674,0
2020-08-31,0050,193000,5000,22000,0,176000,257875000,4775000,0,0,0,4775000,2455409,0
2020-09-01,0050,176000,29000,1000,0,204000,257875000,4775000,130000,0,0,4905000,2265356,0
2020-09-02,0050,204000,12000,4000,0,212000,257875000,4905000,0,50000,0,4855000,2234248,0
2020-09-03,0050,212000,5000,0,0,217000,257875000,4855000,0,0,0,4855000,2225450,0
2020-09-04,0050,217000,1000,32000,0,186000,257875000,4855000,235000,0,0,5090000,2110834,0
2020-09-07,0050,186000,16000,4000,0,198000,257875000,5090000,0,0,0,5090000,1937089,0
2020-09-08,0050,198000,3000,1000,0,200000,257875000,5090000,0,0,0,5090000,1757906,0
2020-09-09,0050,200000,1000,19000,0,182000,257875000,5090000,210000,0,0,5300000,1724280,0
2020-09-10,0050,182000,30000,1000,0,211000,257875000,5300000,146000,0,0,5446000,1694222,0
2020-09-11,0050,211000,1000,0,0,212000,257875000,5446000,20000,0,0,5466000,1670135,0
2020-09-14,0050,212000,0,2000,0,210000,257875000,5466000,180000,0,0,5646000,1655080,0
2020-09-15,0050,210000,1000,24000,0,187000,257875000,5646000,600000,0,0,6246000,1661487,0
2020-09-16,0050,187000,1000,2000,0,186000,257875000,6246000,800000,0,0,7046000,1758975,0
2020-09-17,0050,186000,1000,0,0,187000,257875000,7046000,898000,0,0,7944000,1772163,0
2020-09-18,0050,187000,0,0,0,187000,257875000,7944000,401000,721000,0,7624000,1753643,0
2020-09-21,0050,187000,2000,0,0,189000,257875000,7624000,1504000,0,0,9128000,1751682,0
2020-09-22,0050,189000,0,4000,0,185000,250125000,9128000,2817000,0,0,11945000,1786052,0
2020-09-23,0050,185000,0,24000,0,161000,250125000,11945000,1342000,0,0,13287000,1821426,0
2020-09-24,0050,161000,2000,9000,0,154000,249500000,13287000,1153000,190000,0,14250000,1924661,0
2020-09-25,0050,154000,33000,11000,0,176000,250750000,14250000,690000,0,0,14940000,1981851,0
2020-09-28,0050,176000,4000,7000,0,173000,244625000,14940000,207000,0,0,15147000,1985703,0
2020-09-29,0050,173000,22000,5000,0,190000,244625000,15147000,218000,0,0,15365000,1985839,0
2020-09-30,0050,190000,8000,1000,0,197000,235750000,15365000,119000,0,0,15484000,1960861,0
2020-10-05,0050,197000,2000,0,0,199000,235750000,15484000,137000,0,0,15621000,1832605,0
2020-10-06,0050,199000,3000,14000,0,188000,235750000,15621000,83000,0,0,15704000,1820030,0
2020-10-07,0050,188000,3000,10000,0,181000,235750000,15704000,51000,0,0,15755000,1822956,0
2020-10-08,0050,181000,11000,1000,0,191000,235750000,15755000,305000,0,0,16060000,1921567,0
2020-10-12,0050,191000,8000,4000,0,195000,235750000,16060000,154000,0,0,16214000,1993292,0
2020-10-13,0050,195000,7000,2000,0,200000,233250000,16214000,30000,0,0,16244000,1990337,0
2020-10-14,0050,200000,0,1000,0,199000,233250000,16244000,0,0,0,16244000,1976832,0
2020-10-15,0050,199000,0,12000,0,187000,233250000,16244000,134000,0,0,16378000,1964735,0
2020-10-16,0050,187000,0,1000,0,186000,233250000,16378000,1000,0,0,16379000,1939768,0
2020-10-19,0050,186000,0,1000,0,185000,233250000,16379000,50000,0,0,16429000,1933031,0
2020-10-20,0050,185000,0,0,0,185000,233250000,16429000,0,0,0,16429000,1895879,0
2020-10-21,0050,185000,0,0,0,185000,233875000,16429000,50000,0,0,16479000,1922713,0
2020-10-22,0050,185000,0,7000,0,178000,233875000,16479000,50000,0,0,16529000,1889299,0
2020-10-23,0050,178000,1000,10000,0,169000,233875000,16529000,410000,0,0,16939000,1876313,0
2020-10-26,0050,169000,2000,0,0,171000,233875000,16939000,0,0,0,16939000,1842756,0
2020-10-27,0050,171000,0,0,0,171000,233875000,16939000,100000,0,0,17039000,1841322,0
2020-10-28,0050,171000,0,1000,0,170000,233875000,17039000,1841000,0,0,18880000,1860092,0
2020-10-29,0050,170000,0,4000,0,166000,233875000,18880000,1617000,0,0,20497000,1874474,0
2020-10-30,0050,166000,5000,6000,0,165000,235125000,20497000,1332000,0,0,21829000,1885731,0
2020-11-02,0050,165000,5000,2000,0,168000,230125000,21829000,1196000,0,0,23025000,1839466,0
2020-11-03,0050,168000,5000,1000,0,172000,231375000,23025000,263000,0,0,23288000,1796418,0
2020-11-04,0050,172000,2000,3000,0,171000,231375000,23288000,125000,1300000,0,22113000,1797718,0
2020-11-05,0050,171000,0,0,0,171000,232750000,22113000,20000,0,0,22133000,1783935,0
2020-11-06,0050,171000,8000,0,0,179000,232750000,22133000,232000,0,0,22365000,1780730,0
2020-11-09,0050,179000,3000,10000,0,172000,232750000,22365000,90000,0,0,22455000,1800486,0
2020-11-10,0050,172000,2000,3000,0,171000,232750000,22455000,93000,445000,0,22103000,1687153,0
2020-11-11,0050,171000,2000,1000,0,172000,232750000,22103000,296000,388000,0,22011000,1678477,0
2020-11-12,0050,172000,1000,0,0,173000,231500000,22011000,0,125000,0,21886000,1656915,0
2020-11-13,0050,173000,1000,1000,0,173000,231500000,21886000,0,50000,0,21836000,1657620,0
2020-11-16,0050,173000,43000,17000,0,199000,231500000,21836000,100000,0,0,21936000,1716375,0
2020-11-17,0050,199000,15000,4000,0,210000,231500000,21936000,1429000,0,0,23365000,1740220,0
2020-11-18,0050,210000,20000,0,0,230000,234375000,23365000,393000,150000,0,23608000,1868943,0
2020-11-19,0050,230000,38000,2000,0,266000,232500000,23608000,0,300000,0,23308000,1873883,0
2020-11-20,0050,266000,1000,6000,0,261000,238250000,23308000,311000,0,0,23619000,1787181,0
2020-11-23,0050,261000,7000,30000,0,238000,248250000,23619000,343000,0,0,23962000,1746802,0
2020-11-24,0050,238000,0,0,0,238000,240875000,23962000,942000,2000,0,24902000,1754513,0
2020-11-25,0050,238000,0,16000,1000,221000,230875000,24902000,634000,0,0,25536000,1770726,0
2020-11-26,0050,221000,2000,0,0,223000,237375000,25536000,245000,0,0,25781000,1750836,0
2020-11-27,0050,223000,3000,11000,0,215000,247625000,25781000,1742000,0,0,27523000,1771746,0
2020-11-30,0050,215000,1000,1000,0,215000,247625000,27523000,305000,0,0,27828000,1832851,0
2020-12-01,0050,215000,5000,2000,0,218000,231500000,27828000,5000,0,0,27833000,1869685,0
2020-12-02,0050,218000,12000,2000,0,228000,232500000,27833000,1457000,0,0,29290000,1845014,0
2020-12-03,0050,228000,0,0,0,228000,238500000,29290000,1254000,0,0,30544000,1883203,0
2020-12-04,0050,228000,0,17000,0,211000,243750000,30544000,2013000,0,0,32557000,1974665,0
2020-12-07,0050,211000,0,1000,0,210000,230750000,32557000,269000,0,0,32826000,2014077,0
2020-12-08,0050,210000,0,0,0,210000,231500000,32826000,439000,0,0,33265000,2043717,0
2020-12-09,0050,210000,0,4000,0,206000,243375000,33265000,987000,46000,0,34206000,2058922,0
2020-12-10,0050,206000,0,3000,0,203000,232750000,34206000,375000,0,0,34581000,2071184,0
2020-12-11,0050,203000,0,0,0,203000,232750000,34581000,344000,0,0,34925000,2053526,0
2020-12-14,0050,203000,2000,0,0,205000,249000000,34925000,162000,0,0,35087000,1976038,0
2020-12-15,0050,205000,2000,0,0,207000,240875000,35087000,1367000,0,0,36454000,2028245,0
2020-12-16,0050,207000,5000,2000,0,210000,241500000,36454000,1834000,0,0,38288000,2111261,0
2020-12-17,0050,210000,1000,0,0,211000,241500000,38288000,693000,0,0,38981000,2097963,0
2020-12-18,0050,211000,0,0,0,211000,241500000,38981000,416000,0,0,39397000,2060662,0
2020-12-21,0050,211000,0,0,0,211000,243250000,39397000,223000,0,0,39620000,1990387,0
2020-12-22,0050,211000,0,0,0,211000,232625000,39620000,732000,0,0,40352000,2004366,0
2020-12-23,0050,211000,0,1000,0,210000,233875000,40352000,35000,1000000,0,39387000,1960523,0
2020-12-24,0050,210000,0,0,0,210000,244875000,39387000,29000,45000,0,39371000,1946805,0
2020-12-25,0050,210000,0,0,0,210000,235750000,39371000,148000,0,0,39519000,1937292,0
2020-12-28,0050,210000,0,0,0,210000,235750000,39519000,109000,2327000,0,37301000,1878041,0
2020-12-29,0050,210000,0,1000,0,209000,236375000,37301000,54000,350000,0,37005000,1826842,0
2020-12-30,0050,209000,0,0,0,209000,236375000,37005000,18000,9000,0,37014000,1684384,0
2020-12-31,0050,209000,0,4000,0,205000,236375000,37014000,794000,1500000,0,36308000,1697788,0
2021-01-04,0050,205000,0,19000,0,186000,236375000,36308000,522000,0,0,36830000,1712856,0
2021-01-05,0050,186000,0,0,0,186000,236375000,36830000,133000,0,0,36963000,1704480,0
2021-01-06,0050,186000,0,4000,0,182000,236375000,36963000,544000,0,0,37507000,1751261,0
2021-01-07,0050,182000,0,3000,0,179000,236000000,37507000,7000,1094000,0,36420000,1778054,0
2021-01-08,0050,179000,0,7000,0,172000,230500000,36420000,0,0,0,36420000,1885427,0
2021-01-11,0050,172000,2000,4000,0,170000,231750000,36420000,212000,420000,0,36212000,1937055,0
2021-01-12,0050,170000,1000,13000,0,158000,231375000,36212000,88000,806000,0,35494000,1953587,0
2021-01-13,0050,158000,0,3000,0,155000,231375000,35494000,1716000,25000,0,37185000,2011743,0
2021-01-14,0050,155000,1000,33000,0,123000,229375000,37185000,326000,248000,0,37263000,2074326,0
2021-01-15,0050,123000,10000,46000,0,87000,229375000,37263000,20000,2224000,0,35059000,2233884,0
2021-01-18,0050,87000,0,61000,20000,6000,230125000,35059000,35000,1342000,0,33752000,2255322,0
2021-01-19,0050,6000,0,0,6000,0,223875000,33752000,0,3575000,0,30177000,2309349,0
2021-01-20,0050,0,0,0,0,0,218125000,30177000,213000,293000,0,30097000,2549002,0
2021-01-21,0050,0,0,0,0,0,216250000,30097000,0,4478000,0,25619000,2626274,0
2021-01-22,0050,0,14000,0,0,14000,217750000,25619000,0,0,0,25619000,2789236,0
2021-01-25,0050,14000,42000,0,0,56000,218875000,25619000,0,90000,0,25529000,2883836,0
2021-01-26,0050,56000,14000,4000,0,66000,218875000,25529000,136000,400000,0,25265000,3009836,0
2021-01-27,0050,66000,30000,12000,0,84000,221000000,25265000,287000,0,0,25552000,2994429,0
2021-01-28,0050,84000,14000,11000,0,87000,221000000,25552000,80000,0,0,25632000,3013024,0
2021-01-29,0050,87000,31000,12000,0,106000,226250000,25632000,80000,0,0,25712000,3130107,0
2021-02-01,0050,106000,12000,4000,0,114000,226250000,25712000,70000,176000,0,25606000,3249356,0
2021-02-02,0050,114000,20000,18000,0,116000,226250000,25606000,13000,143000,0,25476000,3317281,0
2021-02-03,0050,116000,2000,4000,0,114000,226250000,25476000,150000,182000,0,25444000,3331962,0
2021-02-04,0050,114000,9000,3000,11000,109000,226250000,25444000,93000,2000,0,25535000,3357327,0
2021-02-05,0050,109000,7000,1000,0,115000,226250000,25535000,81000,2020000,0,23596000,3423504,0
2021-02-17,0050,115000,12000,15000,0,112000,226250000,23596000,220000,0,0,23816000,3587802,0
2021-02-18,0050,112000,5000,15000,0,102000,227500000,23816000,30000,352000,0,23494000,3660894,0
2021-02-19,0050,102000,3000,3000,0,102000,227500000,23494000,40000,553000,0,22981000,3722400,0
2021-02-22,0050,102000,12000,5000,0,109000,226250000,22981000,140000,1000,0,23120000,3738944,0
2021-02-23,0050,109000,24000,11000,0,122000,226250000,23120000,10000,3000,0,23127000,3760753,0
2021-02-24,0050,122000,7000,13000,0,116000,226250000,23127000,160000,2000,0,23285000,3809949,0
2021-02-25,0050,116000,0,13000,0,103000,226250000,23285000,140000,0,0,23425000,3864008,0
2021-02-26,0050,103000,1000,26000,0,78000,232375000,23425000,70000,0,0,23495000,4032670,0
2021-03-02,0050,78000,17000,2000,0,93000,231625000,23495000,518000,0,0,24013000,4039050,0
2021-03-03,0050,93000,5000,13000,0,85000,232250000,24013000,40000,0,0,24053000,3992033,0
2021-03-04,0050,85000,18000,4000,0,99000,234875000,24053000,50000,2000,0,24101000,4063518,0
2021-03-05,0050,99000,18000,14000,0,103000,235875000,24101000,10000,24000,0,24087000,4098501,0
2021-03-08,0050,103000,35000,2000,3000,133000,237875000,24087000,0,181000,0,23906000,4113625,0
2021-03-09,0050,133000,5000,6000,0,132000,239375000,23906000,0,0,0,23906000,4127279,0
2021-03-10,0050,132000,8000,16000,0,124000,243625000,23906000,2000,0,0,23908000,3964037,0
2021-03-11,0050,124000,3000,15000,0,112000,243625000,23908000,0,0,0,23908000,3912518,0
2021-03-12,0050,112000,17000,10000,0,119000,243625000,23908000,0,300000,0,23608000,3846905,0
2021-03-15,0050,119000,3000,3000,0,119000,243375000,23608000,0,0,0,23608000,3581754,0
2021-03-16,0050,119000,12000,10000,0,121000,243375000,23608000,0,50000,0,23558000,3510140,0
2021-03-17,0050,121000,14000,1000,0,134000,243500000,23558000,26000,450000,0,23134000,3332232,0
2021-03-18,0050,134000,3000,6000,0,131000,243500000,23134000,0,210000,0,22924000,3260155,0
2021-03-19,0050,131000,6000,26000,0,111000,243500000,22924000,110000,100000,0,22934000,3216273,0
2021-03-22,0050,111000,16000,9000,0,118000,244500000,22934000,0,1100000,0,21834000,3190136,0
2021-03-23,0050,118000,26000,1000,0,143000,243750000,21834000,0,1628000,0,20206000,3107649,0
2021-03-24,0050,143000,13000,35000,0,121000,243750000,20206000,0,451000,0,19755000,3071378,0
2021-03-25,0050,121000,11000,0,0,132000,244750000,19755000,0,0,0,19755000,2978136,0
2021-03-26,0050,132000,48000,1000,0,179000,244750000,19755000,0,50000,0,19705000,2947536,0
2021-03-29,0050,179000,17000,7000,0,189000,244750000,19705000,0,460000,0,19245000,2957595,0
2021-03-30,0050,189000,4000,22000,0,171000,244750000,19245000,0,450000,0,18795000,2939135,0
