date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2021-03-31,0050,171000,3000,1000,0,173000,244375000,18795000,0,671000,0,18124000,2926263,0
2021-04-01,0050,173000,3000,4000,0,172000,244375000,18124000,51000,0,0,18175000,2807379,0
2021-04-06,0050,172000,0,2000,0,170000,244375000,18175000,0,0,0,18175000,2794722,0
2021-04-07,0050,170000,0,2000,0,168000,242875000,18175000,0,0,0,18175000,2746224,0
2021-04-08,0050,168000,2000,1000,0,169000,242875000,18175000,0,0,0,18175000,2739334,0
2021-04-09,0050,169000,0,5000,0,164000,242875000,18175000,0,40000,0,18135000,2696696,0
2021-04-12,0050,164000,0,0,0,164000,242875000,18135000,0,0,0,18135000,2645881,0
2021-04-13,0050,164000,0,0,0,164000,241750000,18135000,2000,0,0,18137000,2600435,0
2021-04-14,0050,164000,4000,1000,0,167000,241750000,18137000,88000,0,0,18225000,2389258,0
2021-04-15,0050,167000,0,0,0,167000,241125000,18225000,49000,86000,0,18188000,2392273,0
2021-04-16,0050,167000,0,0,0,167000,240875000,18188000,20000,0,0,18208000,2419615,0
2021-04-19,0050,167000,1000,7000,0,161000,240500000,18208000,0,0,0,18208000,2325413,0
2021-04-20,0050,161000,0,0,0,161000,240500000,18208000,0,0,0,18208000,2227180,0
2021-04-21,0050,161000,1000,0,0,162000,238000000,18208000,335000,50000,0,18493000,2183910,0
2021-04-22,0050,162000,1000,4000,0,159000,238000000,18493000,75000,22000,0,18546000,2087871,0
2021-04-23,0050,159000,2000,0,0,161000,245500000,18546000,1017000,0,0,19563000,2093061,0
2021-04-26,0050,161000,0,8000,0,153000,238000000,19563000,0,0,0,19563000,2121772,0
2021-04-27,0050,153000,0,0,0,153000,238000000,19563000,34000,100000,0,19497000,2132270,0
2021-04-28,0050,153000,0,0,0,153000,243750000,19497000,0,0,0,19497000,2124818,0
2021-04-29,0050,153000,4000,0,0,157000,245500000,19497000,0,0,0,19497000,2146395,0
2021-05-03,0050,157000,0,0,0,157000,244250000,19497000,249000,0,0,19746000,2150416,0
2021-05-04,0050,157000,0,5000,0,152000,244250000,19746000,197000,328000,0,19615000,2218220,0
2021-05-05,0050,152000,0,0,0,152000,300500000,19615000,1000,0,0,19616000,2204754,0
2021-05-06,0050,152000,0,2000,0,150000,289000000,19616000,217000,0,0,19833000,2231811,0
2021-05-07,0050,150000,9000,0,0,159000,289000000,19833000,0,429000,0,19404000,2233552,0
2021-05-10,0050,159000,0,0,0,159000,295625000,19404000,52000,0,0,19456000,2167635,0
2021-05-11,0050,159000,0,15000,0,144000,303500000,19456000,292000,0,0,19748000,2384307,0
2021-05-12,0050,144000,9000,57000,0,96000,295125000,19748000,2304000,299000,0,21753000,2703818,0
2021-05-13,0050,96000,42000,5000,0,133000,302000000,21753000,942000,41000,0,22654000,2901590,0
2021-05-14,0050,133000,42000,18000,0,157000,302875000,22654000,687000,412000,0,22929000,3010119,0
2021-05-17,0050,157000,20000,22000,0,155000,307500000,22929000,181000,0,0,23110000,3256884,0
2021-05-18,0050,155000,30000,14000,0,171000,307500000,23110000,119000,0,0,23229000,3348808,0
2021-05-19,0050,171000,20000,27000,0,164000,309000000,23229000,541000,0,0,23770000,3425350,0
2021-05-20,0050,164000,61000,17000,0,208000,310375000,23770000,601000,0,0,24371000,3478376,0
2021-05-21,0050,208000,3000,4000,0,207000,310375000,24371000,88000,0,0,24459000,3516184,0
2021-05-24,0050,207000,0,11000,0,196000,311625000,24459000,0,0,0,24459000,3582314,0
2021-05-25,0050,196000,10000,0,0,206000,311750000,24459000,235000,600000,0,24094000,3624121,0
2021-05-26,0050,206000,11000,6000,0,211000,311750000,24094000,31000,0,0,24125000,3618351,0
2021-05-27,0050,211000,3000,17000,0,197000,310750000,24125000,82000,0,0,24207000,3610848,0
2021-05-28,0050,197000,5000,1000,0,201000,310750000,24207000,29000,0,0,24236000,3630364,0
2021-05-31,0050,201000,7000,3000,0,205000,310750000,24236000,5000,0,0,24241000,3623127,0
2021-06-01,0050,205000,2000,0,0,207000,316250000,24241000,113000,0,0,24354000,3598022,0
2021-06-02,0050,207000,1000,1000,0,207000,316250000,24354000,0,0,0,24354000,3600222,0
2021-06-03,0050,207000,0,1000,0,206000,316250000,24354000,0,0,0,24354000,3570617,0
2021-06-04,0050,206000,0,1000,0,205000,316250000,24354000,0,0,0,24354000,3561784,0
2021-06-07,0050,205000,18000,1000,0,222000,316500000,24354000,255000,0,0,24609000,3610446,0
2021-06-08,0050,222000,2000,2000,0,222000,316500000,24609000,193000,0,0,24802000,3518511,0
2021-06-09,0050,222000,0,66000,0,156000,322000000,24802000,119000,0,0,24921000,3513898,0
2021-06-10,0050,156000,10000,1000,0,165000,320125000,24921000,64000,0,0,24985000,3552368,0
2021-06-11,0050,165000,2000,0,19000,148000,323375000,24985000,64000,0,0,25049000,3496383,0
2021-06-15,0050,148000,0,1000,0,147000,324875000,25049000,0,0,0,25049000,3464395,0
2021-06-16,0050,147000,1000,0,0,148000,329625000,25049000,20000,0,0,25069000,3399386,0
2021-06-17,0050,148000,3000,0,0,151000,329625000,25069000,128000,1075000,0,24122000,3338770,0
2021-06-18,0050,151000,4000,0,0,155000,329625000,24122000,100000,0,0,24222000,3279105,0
2021-06-21,0050,155000,2000,23000,0,134000,330125000,24222000,379000,0,0,24601000,3374211,0
2021-06-22,0050,134000,0,3000,0,131000,330125000,24601000,0,0,0,24601000,3390088,0
2021-06-23,0050,131000,9000,4000,0,136000,330125000,24601000,0,0,0,24601000,3186726,0
2021-06-24,0050,136000,2000,0,0,138000,330250000,24601000,0,0,0,24601000,2848765,0
2021-06-25,0050,138000,9000,2000,0,145000,328750000,24601000,0,0,0,24601000,2633994,0
2021-06-28,0050,145000,1000,9000,0,137000,336125000,24601000,0,0,0,24601000,2516991,0
2021-06-29,0050,137000,0,0,0,137000,343000000,24601000,50000,0,0,24651000,2283243,0
2021-06-30,0050,137000,13000,5000,0,145000,346000000,24651000,0,0,0,24651000,2214687,0
2021-07-01,0050,145000,1000,6000,0,140000,336250000,24651000,0,0,0,24651000,2089558,0
2021-07-02,0050,140000,1000,1000,0,140000,326375000,24651000,0,0,0,24651000,2040017,0
2021-07-05,0050,140000,10000,1000,0,149000,328250000,24651000,0,130000,0,24521000,2016356,0
2021-07-06,0050,149000,3000,6000,0,146000,337750000,24521000,0,0,0,24521000,1978118,0
2021-07-07,0050,146000,0,15000,0,131000,347625000,24521000,0,200000,0,24321000,1942616,0
2021-07-08,0050,131000,0,18000,0,113000,343750000,24321000,0,568000,0,23753000,1931000,0
2021-07-09,0050,113000,3000,13000,0,103000,332750000,23753000,40000,307000,0,23486000,1944185,0
2021-07-12,0050,103000,11000,75000,0,39000,332250000,23486000,0,0,0,23486000,1984006,0
2021-07-13,0050,39000,4000,3000,0,40000,342500000,23486000,0,0,0,23486000,2018011,0
2021-07-14,0050,40000,3000,20000,0,23000,350375000,23486000,11000,0,0,23497000,2056950,0
2021-07-15,0050,23000,0,21000,2000,0,337375000,23497000,37000,1336000,0,22198000,2129157,0
2021-07-16,0050,0,0,0,0,0,329250000,22198000,21000,0,0,22219000,2172852,0
2021-07-19,0050,0,0,0,0,0,329250000,22219000,31000,0,0,22250000,2248730,0
2021-07-20,0050,0,0,0,0,0,329250000,22250000,68000,0,0,22318000,2223225,0
2021-07-21,0050,0,5000,0,0,5000,344250000,22318000,6000,0,0,22324000,2325728,0
2021-07-22,0050,5000,2000,0,0,7000,353875000,22324000,25000,0,0,22349000,2325267,0
2021-07-23,0050,7000,3000,0,0,10000,344500000,22349000,14000,100000,0,22263000,2288158,0
2021-07-26,0050,10000,6000,0,0,16000,334250000,22263000,38000,0,0,22301000,2375376,0
2021-07-27,0050,16000,13000,3000,0,26000,334375000,22301000,0,0,0,22301000,2440890,0
2021-07-28,0050,26000,5000,10000,0,21000,335375000,22301000,6000,0,0,22307000,2683426,0
2021-07-29,0050,21000,40000,2000,0,59000,335375000,22307000,0,0,0,22307000,2759483,0
2021-07-30,0050,59000,11000,2000,0,68000,335375000,22307000,0,500000,0,21807000,2777388,0
2021-08-02,0050,68000,4000,6000,0,66000,335375000,21807000,0,0,0,21807000,2684362,0
2021-08-03,0050,66000,10000,10000,0,66000,336125000,21807000,0,0,0,21807000,2685817,0
2021-08-04,0050,66000,16000,0,0,82000,336125000,21807000,0,0,0,21807000,2677073,0
2021-08-05,0050,82000,3000,2000,0,83000,336125000,21807000,0,200000,0,21607000,2672586,0
2021-08-06,0050,83000,3000,20000,0,66000,336125000,21607000,0,0,0,21607000,2646668,0
2021-08-09,0050,66000,9000,1000,0,74000,336125000,21607000,0,39000,0,21568000,2657632,0
2021-08-10,0050,74000,1000,1000,0,74000,334875000,21568000,0,0,0,21568000,2593091,0
2021-08-11,0050,74000,13000,1000,0,86000,334875000,21568000,0,129000,0,21439000,2534195,0
2021-08-12,0050,86000,4000,11000,0,79000,334875000,21439000,0,0,0,21439000,2511155,0
2021-08-13,0050,79000,1000,36000,0,44000,334875000,21439000,0,0,0,21439000,2541053,0
2021-08-16,0050,44000,20000,3000,0,61000,334875000,21439000,10000,1030000,0,20419000,2573587,0
2021-08-17,0050,61000,10000,4000,0,67000,335500000,20419000,519000,325000,0,20613000,2645646,0
2021-08-18,0050,67000,11000,17000,0,61000,336375000,20613000,82000,0,0,20695000,2799512,0
2021-08-19,0050,61000,10000,11000,0,60000,337500000,20695000,105000,0,0,20800000,3039571,0
2021-08-20,0050,60000,17000,1000,0,76000,343750000,20800000,1708000,0,0,22508000,3132821,0
2021-08-23,0050,76000,46000,17000,0,105000,343000000,22508000,123000,0,0,22631000,3056321,0
2021-08-24,0050,105000,28000,6000,0,127000,340000000,22631000,0,0,0,22631000,2967107,0
2021-08-25,0050,127000,30000,5000,0,152000,340000000,22631000,0,0,0,22631000,2941380,0
2021-08-26,0050,152000,14000,41000,0,125000,340000000,22631000,0,50000,0,22581000,2890755,0
2021-08-27,0050,125000,17000,12000,0,130000,340000000,22581000,0,30000,0,22551000,2964433,0
2021-08-30,0050,130000,7000,1000,0,136000,339500000,22551000,0,379000,0,22172000,3075608,0
2021-08-31,0050,136000,15000,5000,0,146000,338500000,22172000,18000,0,0,22190000,3157217,0
2021-09-01,0050,146000,3000,1000,0,148000,337375000,22190000,0,336000,0,21854000,3212936,0
2021-09-02,0050,148000,9000,0,0,157000,330625000,21854000,0,0,0,21854000,3222684,0
2021-09-03,0050,157000,8000,2000,0,163000,330125000,21854000,0,901000,0,20953000,3305694,0
2021-09-06,0050,163000,0,2000,0,161000,330125000,20953000,0,4040000,0,16913000,3327030,0
2021-09-07,0050,161000,2000,0,0,163000,330125000,16913000,5000,0,0,16918000,3304387,0
2021-09-08,0050,163000,14000,4000,0,173000,330125000,16918000,30000,274000,0,16674000,3060941,0
2021-09-09,0050,173000,0,8000,0,165000,330125000,16674000,35000,75000,0,16634000,2983990,0
2021-09-10,0050,165000,3000,0,0,168000,330125000,16634000,0,0,0,16634000,2975241,0
2021-09-13,0050,168000,0,0,0,168000,330125000,16634000,30000,75000,0,16589000,2934966,0
2021-09-14,0050,168000,0,0,0,168000,328875000,16589000,5000,0,0,16594000,2897857,0
2021-09-15,0050,168000,2000,2000,0,168000,327875000,16594000,226000,14000,0,16806000,2962786,0
2021-09-16,0050,168000,0,4000,0,164000,304375000,16806000,0,7000,0,16799000,2986396,0
2021-09-17,0050,164000,0,0,0,164000,304375000,16799000,0,0,0,16799000,2984665,0
2021-09-22,0050,164000,0,40000,0,124000,309250000,16799000,3019000,0,0,19818000,3183648,0
2021-09-23,0050,124000,6000,0,0,130000,310750000,19818000,748000,0,0,20566000,3216035,0
2021-09-24,0050,130000,11000,0,0,141000,305750000,20566000,680000,0,0,21246000,3240339,0
2021-09-27,0050,141000,4000,0,0,145000,306125000,21246000,255000,2839000,0,18662000,3335349,0
2021-09-28,0050,145000,3000,14000,0,134000,307250000,18662000,1045000,0,0,19707000,3436150,0
2021-09-29,0050,134000,1000,49000,0,86000,308750000,19707000,1980000,224000,0,21463000,3639487,0
2021-09-30,0050,86000,7000,0,0,93000,307875000,21463000,805000,0,0,22268000,3671107,0
2021-10-01,0050,93000,1000,10000,0,84000,310000000,22268000,3771000,160000,0,25879000,3738872,0
2021-10-04,0050,84000,11000,3000,0,92000,321125000,25879000,3418000,500000,0,28797000,3700956,0
2021-10-05,0050,92000,22000,10000,0,104000,323125000,28797000,799000,175000,0,29421000,3820634,0
2021-10-06,0050,104000,31000,12000,0,123000,329250000,29421000,225000,237000,0,29409000,3987627,0
2021-10-07,0050,123000,10000,16000,0,117000,330000000,29409000,45000,500000,0,28954000,4075025,0
2021-10-08,0050,117000,21000,2000,2000,134000,328875000,28954000,0,477000,0,28477000,4084587,0
2021-10-12,0050,134000,4000,17000,0,121000,330125000,28477000,115000,0,0,28592000,4127712,0
2021-10-13,0050,121000,24000,1000,0,144000,330250000,28592000,0,2000,0,28590000,4016381,0
2021-10-14,0050,144000,3000,17000,0,130000,330250000,28590000,0,100000,0,28490000,3831056,0
2021-10-15,0050,130000,34000,9000,0,155000,331250000,28490000,258000,7565000,0,21183000,3802296,0
2021-10-18,0050,155000,8000,5000,0,158000,331250000,21183000,0,21000,0,21162000,3668366,0
2021-10-19,0050,158000,9000,16000,0,151000,329250000,21162000,10000,0,0,21172000,3682846,0
2021-10-20,0050,151000,45000,1000,0,195000,329750000,21172000,130000,0,0,21302000,3714150,0
2021-10-21,0050,195000,12000,4000,0,203000,328250000,21302000,10000,0,0,21312000,3704241,0
2021-10-22,0050,203000,35000,16000,0,222000,327000000,21312000,135000,1511000,0,19936000,3673319,0
2021-10-25,0050,222000,4000,16000,0,210000,326250000,19936000,20000,560000,0,19396000,3676149,0
2021-10-26,0050,210000,5000,14000,0,201000,326250000,19396000,0,0,0,19396000,3752184,0
2021-10-27,0050,201000,0,1000,0,200000,325875000,19396000,0,0,0,19396000,3795810,0
2021-10-28,0050,200000,0,1000,0,199000,325125000,19396000,6000,703000,0,18699000,3808299,0
2021-10-29,0050,199000,2000,25000,0,176000,325375000,18699000,78000,0,0,18777000,3834622,0
2021-11-01,0050,176000,6000,2000,0,180000,325375000,18777000,0,0,0,18777000,3744689,0
2021-11-02,0050,180000,2000,1000,0,181000,324625000,18777000,0,20000,0,18757000,3704211,0
2021-11-03,0050,181000,1000,0,0,182000,323625000,18757000,25000,0,0,18782000,3689622,0
2021-11-04,0050,182000,7000,1000,0,188000,323625000,18782000,11000,50000,0,18743000,3465399,0
2021-11-05,0050,188000,5000,46000,0,147000,323625000,18743000,11000,15000,0,18739000,3522798,0
2021-11-08,0050,147000,7000,5000,0,149000,322625000,18739000,0,253000,0,18486000,3537036,0
2021-11-09,0050,149000,11000,1000,1000,158000,322625000,18486000,0,78000,0,18408000,3546861,0
2021-11-10,0050,158000,8000,1000,0,165000,316375000,18408000,0,136000,0,18272000,3423846,0
2021-11-11,0050,165000,3000,4000,0,164000,315625000,18272000,0,76000,0,18196000,3155159,0
2021-11-12,0050,164000,3000,6000,0,161000,316750000,18196000,42000,2768000,0,15470000,3044829,0
2021-11-15,0050,161000,5000,1000,0,165000,312125000,15470000,16000,0,0,15486000,2823246,0
2021-11-16,0050,165000,2000,19000,0,148000,313625000,15486000,187000,0,0,15673000,2640385,0
2021-11-17,0050,148000,0,19000,0,129000,312125000,15673000,304000,0,0,15977000,2632120,0
2021-11-18,0050,129000,1000,2000,0,128000,312125000,15977000,2000,0,0,15979000,2466689,0
2021-11-19,0050,128000,1000,1000,0,128000,311375000,15979000,80000,2397000,0,13662000,2390962,0
2021-11-22,0050,128000,1000,1000,0,128000,311375000,13662000,0,200000,0,13462000,2349766,0
2021-11-23,0050,128000,3000,1000,0,130000,310750000,13462000,0,0,0,13462000,2280896,0
2021-11-24,0050,130000,1000,1000,0,130000,311000000,13462000,0,0,0,13462000,2255724,0
2021-11-25,0050,130000,2000,1000,0,131000,311000000,13462000,0,0,0,13462000,2247434,0
2021-11-26,0050,131000,5000,4000,0,132000,311000000,13462000,586000,0,0,14048000,2236091,0
2021-11-29,0050,132000,4000,7000,0,129000,311000000,14048000,694000,0,0,14742000,2296932,0
2021-11-30,0050,129000,5000,26000,0,108000,311000000,14742000,440000,344000,0,14838000,2315664,0
2021-12-01,0050,108000,0,2000,0,106000,311000000,14838000,44000,0,0,14882000,2212213,0
2021-12-02,0050,106000,11000,3000,0,114000,311000000,14882000,70000,0,0,14952000,2170620,0
2021-12-03,0050,114000,0,0,0,114000,312250000,14952000,247000,0,0,15199000,2166873,0
2021-12-06,0050,114000,0,1000,0,113000,312250000,15199000,0,0,0,15199000,2132259,0
2021-12-07,0050,113000,1000,1000,0,113000,312250000,15199000,0,0,0,15199000,2055862,0
2021-12-08,0050,113000,5000,5000,0,113000,312250000,15199000,0,0,0,15199000,2092417,0
2021-12-09,0050,113000,15000,0,0,128000,312250000,15199000,0,0,0,15199000,2093192,0
2021-12-10,0050,128000,1000,0,0,129000,315000000,15199000,0,2007000,0,13192000,2076100,0
2021-12-13,0050,129000,0,2000,0,127000,315000000,13192000,31000,0,0,13223000,2092275,0
2021-12-14,0050,127000,0,10000,0,117000,315000000,13223000,49000,0,0,13272000,2101006,0
2021-12-15,0050,117000,2000,14000,0,105000,315000000,13272000,0,0,0,13272000,2178186,0
2021-12-16,0050,105000,4000,3000,0,106000,310500000,13272000,68000,0,0,13340000,2209200,0
2021-12-17,0050,106000,2000,1000,0,107000,310500000,13340000,351000,500000,0,13191000,2142443,0
2021-12-20,0050,107000,0,7000,0,100000,309250000,13191000,0,0,0,13191000,2111055,0
2021-12-21,0050,100000,1000,0,0,101000,309250000,13191000,0,796000,0,12395000,2049622,0
2021-12-22,0050,101000,5000,0,0,106000,309250000,12395000,6000,0,0,12401000,2035137,0
2021-12-23,0050,106000,15000,2000,0,119000,309250000,12401000,0,500000,0,11901000,2130302,0
2021-12-24,0050,119000,7000,2000,0,124000,308250000,11901000,93000,0,0,11994000,2199516,0
2021-12-27,0050,124000,7000,2000,0,129000,306750000,11994000,0,0,0,11994000,2200095,0
2021-12-28,0050,129000,2000,4000,0,127000,305875000,11994000,152000,0,0,12146000,2368843,0
2021-12-29,0050,127000,8000,4000,0,131000,303750000,12146000,107000,63000,0,12190000,2320494,0
2021-12-30,0050,131000,5000,0,0,136000,302250000,12190000,842000,0,0,13032000,2322279,0
2022-01-03,0050,136000,2000,9000,0,129000,302250000,13032000,22000,1200000,0,11854000,2330389,0
2022-01-04,0050,129000,6000,3000,0,132000,300000000,11854000,90000,0,0,11944000,2392932,0
2022-01-05,0050,132000,8000,5000,0,135000,297500000,11944000,252000,0,0,12196000,2463222,0
2022-01-06,0050,135000,4000,3000,0,136000,297500000,12196000,33000,0,0,12229000,2521826,0
2022-01-07,0050,136000,5000,3000,0,138000,297500000,12229000,178000,0,0,12407000,2570055,0
2022-01-10,0050,138000,5000,5000,0,138000,295875000,12407000,900000,30000,0,13277000,2603910,0
2022-01-11,0050,138000,2000,9000,0,131000,292875000,13277000,1508000,0,0,14785000,2668402,0
2022-01-12,0050,131000,2000,7000,0,126000,293000000,14785000,597000,61000,0,15321000,2666270,0
2022-01-13,0050,126000,2000,17000,0,111000,293000000,15321000,89000,50000,0,15360000,2699781,0
2022-01-14,0050,111000,1000,35000,0,77000,291500000,15360000,1029000,60000,0,16329000,2712449,0
2022-01-17,0050,77000,0,77000,0,0,288500000,16329000,321000,19000,0,16631000,2735007,0
2022-01-18,0050,0,0,0,0,0,287500000,16631000,1538000,18000,0,18151000,2842517,0
2022-01-19,0050,0,0,0,0,0,286875000,18151000,1127000,0,0,19278000,2964650,0
2022-01-20,0050,0,0,0,0,0,287500000,19278000,100000,0,0,19378000,3021268,0
2022-01-21,0050,0,7000,0,0,7000,293500000,19378000,2884000,0,0,22262000,3299274,0
2022-01-24,0050,7000,43000,2000,0,48000,293750000,22262000,280000,0,0,22542000,3402580,0
2022-01-25,0050,48000,7000,22000,0,33000,295875000,22542000,2960000,0,0,25502000,3611443,0
2022-01-26,0050,33000,11000,5000,0,39000,300250000,25502000,2641000,0,0,28143000,3746760,0
2022-02-07,0050,39000,3000,0,0,42000,307750000,28143000,1363000,0,0,29506000,3898709,0
2022-02-08,0050,42000,39000,17000,0,64000,315375000,29506000,739000,0,0,30245000,3956290,0
2022-02-09,0050,64000,28000,6000,0,86000,318250000,30245000,32000,1000000,0,29277000,3991197,0
2022-02-10,0050,86000,30000,2000,0,114000,318500000,29277000,0,4603000,0,24674000,4008623,0
2022-02-11,0050,114000,14000,6000,0,122000,318500000,24674000,29000,0,0,24703000,3987017,0
2022-02-14,0050,122000,10000,22000,0,110000,321250000,24703000,16000,700000,0,24019000,4074625,0
2022-02-15,0050,110000,14000,21000,0,103000,322750000,24019000,112000,8000,0,24123000,4014851,0
2022-02-16,0050,103000,13000,3000,0,113000,322750000,24123000,4000,0,0,24127000,3955834,0
2022-02-17,0050,113000,17000,0,0,130000,322875000,24127000,19000,0,0,24146000,3939064,0
2022-02-18,0050,130000,4000,34000,0,100000,322875000,24146000,7000,0,0,24153000,3750868,0
2022-02-21,0050,100000,10000,4000,0,106000,322875000,24153000,26000,0,0,24179000,3570870,0
2022-02-22,0050,106000,8000,18000,0,96000,324125000,24179000,0,3679000,0,20500000,3714806,0
2022-02-23,0050,96000,24000,2000,0,118000,326125000,20500000,0,0,0,20500000,3692195,0
2022-02-24,0050,118000,66000,12000,0,172000,330000000,20500000,3722000,0,0,24222000,3918226,0
2022-02-25,0050,172000,27000,33000,0,166000,335500000,24222000,3241000,74000,0,27389000,4048236,0
2022-03-01,0050,166000,18000,11000,0,173000,338625000,27389000,979000,0,0,28368000,4044330,0
2022-03-02,0050,173000,8000,0,0,181000,338875000,28368000,40000,0,0,28408000,4037759,0
2022-03-03,0050,181000,3000,1000,0,183000,338875000,28408000,3000,220000,0,28191000,3925392,0
2022-03-04,0050,183000,28000,9000,0,202000,342250000,28191000,380000,0,0,28571000,3888384,0
2022-03-07,0050,202000,89000,9000,0,282000,353000000,28571000,1382000,0,0,29953000,4359441,0
2022-03-08,0050,282000,78000,72000,0,288000,374125000,29953000,708000,0,0,30661000,4745107,0
2022-03-09,0050,288000,49000,5000,0,332000,393625000,30661000,169000,8000,0,30822000,4867670,0
2022-03-10,0050,332000,91000,63000,0,360000,400125000,30822000,0,0,0,30822000,4947419,0
2022-03-11,0050,360000,75000,113000,0,322000,405250000,30822000,29000,5630000,0,25221000,4917365,0
2022-03-14,0050,322000,37000,21000,0,338000,407500000,25221000,192000,0,0,25413000,4855490,0
2022-03-15,0050,338000,52000,46000,0,344000,395875000,25413000,189000,0,0,25602000,4951607,0
2022-03-16,0050,344000,13000,8000,0,349000,399375000,25602000,640000,0,0,26242000,4830494,0
2022-03-17,0050,349000,125000,12000,0,462000,388750000,26242000,405000,58000,0,26589000,4837420,0
2022-03-18,0050,462000,90000,13000,0,539000,389250000,26589000,548000,186000,0,26951000,4710713,0
2022-03-21,0050,539000,31000,3000,0,567000,389000000,26951000,657000,0,0,27608000,4605833,0
2022-03-22,0050,567000,12000,10000,0,569000,390875000,27608000,13000,1954000,0,25667000,4415218,0
2022-03-23,0050,569000,24000,52000,0,541000,390875000,25667000,0,40000,0,25627000,4406323,0
2022-03-24,0050,541000,50000,32000,0,559000,390750000,25627000,0,500000,0,25127000,4366414,0
2022-03-25,0050,559000,12000,6000,0,565000,390625000,25127000,90000,810000,0,24407000,4353907,0
2022-03-28,0050,565000,3000,37000,0,531000,392250000,24407000,0,0,0,24407000,4420293,0
2022-03-29,0050,531000,22000,1000,0,552000,392250000,24407000,0,20000,0,24387000,4357661,0
2022-03-30,0050,552000,56000,95000,0,513000,392250000,24387000,2000,435000,0,23954000,4361250,0
2022-03-31,0050,513000,11000,5000,0,519000,392250000,23954000,14000,0,0,23968000,4329674,0
2022-04-01,0050,519000,3000,24000,0,498000,392250000,23968000,253000,1570000,0,22651000,4360261,0
2022-04-06,0050,498000,60000,25000,0,533000,395000000,22651000,109000,20000,0,22740000,4442237,0
2022-04-07,0050,533000,38000,72000,0,499000,395125000,22740000,778000,0,0,23518000,4560966,0
2022-04-08,0050,499000,21000,31000,0,489000,395750000,23518000,190000,0,0,23708000,4447625,0
2022-04-11,0050,489000,15000,14000,0,490000,394125000,23708000,896000,0,0,24604000,4584097,0
2022-04-12,0050,490000,15000,9000,0,496000,398625000,24604000,1528000,0,0,26132000,4410511,0
2022-04-13,0050,496000,45000,10000,0,531000,399375000,26132000,150000,0,0,26282000,4235656,0
2022-04-14,0050,531000,25000,21000,0,535000,400125000,26282000,417000,0,0,26699000,4201062,0
2022-04-15,0050,535000,20000,172000,0,383000,400875000,26699000,4310000,1000000,0,30009000,4356624,0
2022-04-18,0050,383000,27000,26000,0,384000,404250000,30009000,4566000,20000,0,34555000,4504153,0
2022-04-19,0050,384000,42000,16000,0,410000,407250000,34555000,21000,0,0,34576000,4455654,0
2022-04-20,0050,410000,17000,9000,0,418000,409875000,34576000,39000,0,0,34615000,3952379,0
2022-04-21,0050,418000,10000,21000,0,407000,409875000,34615000,0,6696000,0,27919000,3532176,0
2022-04-22,0050,407000,43000,36000,0,414000,411750000,27919000,245000,0,0,28164000,3429595,0
2022-04-25,0050,414000,74000,13000,0,475000,414875000,28164000,2106000,0,0,30270000,3628404,0
2022-04-26,0050,475000,45000,55000,0,465000,416250000,30270000,1173000,0,0,31443000,3613952,0
2022-04-27,0050,465000,9000,26000,0,448000,422000000,31443000,2485000,0,0,33928000,3834557,0
2022-04-28,0050,448000,24000,9000,0,463000,422250000,33928000,258000,0,0,34186000,3693106,0
2022-04-29,0050,463000,47000,16000,0,494000,423625000,34186000,20000,0,0,34206000,3612175,0
